KO_code	Transcripts
K03657	78.0
K03657	78.0
K01662	30.0
K01662	30.0
K03654	4.0
K03654	4.0
K14188	17.0
K14188	17.0
K07030	71.0
K07030	71.0
K00575	19.0
K00575	19.0
K00574	49.0
K00574	49.0
K01304	6.0
K01304	6.0
K02039	0.0
K02039	0.0
K01118	1.0
K01118	1.0
K00975	66.0
K00975	66.0
K11749	26.0
K11749	26.0
K02650	9.0
K02650	9.0
K07085	63.0
K07085	63.0
K02654	10.0
K02654	10.0
K04477	14.0
K04477	14.0
K02189	20.0
K02189	20.0
K11741	2.0
K11741	2.0
K00878	1.0
K00878	1.0
K07636	11.0
K07636	11.0
K07149	0.0
K07149	0.0
K00873	255.0
K00873	255.0
K00876	11.0
K00876	11.0
K00874	2.0
K00874	2.0
K09888	108.0
K09888	108.0
K04486	24.0
K04486	24.0
K04485	41.0
K04485	41.0
K02954	101.0
K02954	101.0
K06207	99.0
K06207	99.0
K02952	392.0
K02952	392.0
K14228	0.0
K14228	0.0
K02950	744.0
K02950	744.0
K14227	12.0
K14227	12.0
K14225	2.0
K14225	2.0
K02959	178.0
K02959	178.0
K04488	95.0
K04488	95.0
K03671	434.0
K03671	434.0
K11636	1.0
K11636	1.0
K00882	46.0
K00882	46.0
K01271	492.0
K01271	492.0
K01270	274.0
K01270	274.0
K00674	129.0
K00674	129.0
K01754	138.0
K01754	138.0
K06871	179.0
K06871	179.0
K01756	38.0
K01756	38.0
K02009	16.0
K02009	16.0
K02008	11.0
K02008	11.0
K01752	29.0
K01752	29.0
K07979	18.0
K07979	18.0
K06971	4.0
K06971	4.0
K02004	78.0
K02004	78.0
K02007	22.0
K02007	22.0
K02006	28.0
K02006	28.0
K01759	25.0
K01759	25.0
K02003	8.0
K02003	8.0
K01012	2.0
K01012	2.0
K07082	17.0
K07082	17.0
K00759	43.0
K00759	43.0
K00611	0.0
K00611	0.0
K00616	96.0
K00616	96.0
K00615	317.0
K00615	317.0
K06950	12.0
K06950	12.0
K07088	18.0
K07088	18.0
K07089	41.0
K07089	41.0
K00756	8.0
K00756	8.0
K01878	67.0
K01878	67.0
K03797	11.0
K03797	11.0
K07574	30.0
K07574	30.0
K00837	386.0
K00837	386.0
K08600	0.0
K08600	0.0
K08602	14.0
K08602	14.0
K07056	9.0
K07056	9.0
K14138	75.0
K14138	75.0
K09762	54.0
K09762	54.0
K03399	13.0
K03399	13.0
K11189	316.0
K11189	316.0
K06379	34.0
K06379	34.0
K06378	23.0
K06378	23.0
K08070	22.0
K08070	22.0
K06374	0.0
K06374	0.0
K06373	0.0
K06373	0.0
K02499	90.0
K02499	90.0
K05515	71.0
K05515	71.0
K02500	4.0
K02500	4.0
K02501	3.0
K02501	3.0
K02502	4.0
K02502	4.0
K07496	47.0
K07496	47.0
K07491	5.0
K07491	5.0
K06942	56.0
K06942	56.0
K01810	172.0
K01810	172.0
K03702	12.0
K03702	12.0
K01620	24.0
K01620	24.0
K01624	624.0
K01624	624.0
K01625	7.0
K01625	7.0
K01628	1.0
K01628	1.0
K11203	17.0
K11203	17.0
K11202	11.0
K11202	11.0
K01933	37.0
K01933	37.0
K00561	151.0
K00561	151.0
K00058	5.0
K00058	5.0
K00059	118.0
K00059	118.0
K02990	586.0
K02990	586.0
K00133	64.0
K00133	64.0
K00057	35.0
K00057	35.0
K12941	10.0
K12941	10.0
K00052	0.0
K00052	0.0
K00053	1.0
K00053	1.0
K07150	32.0
K07150	32.0
K00688	44.0
K00688	44.0
K08384	4.0
K08384	4.0
K02437	88.0
K02437	88.0
K03536	67.0
K03536	67.0
K03537	2.0
K03537	2.0
K00681	7.0
K00681	7.0
K07010	0.0
K07010	0.0
K02825	7.0
K02825	7.0
K00930	0.0
K00930	0.0
K03437	6.0
K03437	6.0
K02822	5.0
K02822	5.0
K01056	8.0
K01056	8.0
K02385	25.0
K02385	25.0
K03217	123.0
K03217	123.0
K03216	23.0
K03216	23.0
K03215	18.0
K03215	18.0
K03742	20.0
K03742	20.0
K03312	0.0
K03312	0.0
K03660	12.0
K03660	12.0
K03218	39.0
K03218	39.0
K03666	60.0
K03666	60.0
K14652	149.0
K14652	149.0
K03664	117.0
K03664	117.0
K03665	47.0
K03665	47.0
K06012	0.0
K06012	0.0
K09773	71.0
K09773	71.0
K09770	44.0
K09770	44.0
K06158	14.0
K06158	14.0
K02221	43.0
K02221	43.0
K05837	86.0
K05837	86.0
K09775	24.0
K09775	24.0
K06153	49.0
K06153	49.0
K02343	40.0
K02343	40.0
K02340	10.0
K02340	10.0
K03706	115.0
K03706	115.0
K02346	5.0
K02346	5.0
K04074	94.0
K04074	94.0
K02379	34.0
K02379	34.0
K07238	21.0
K07238	21.0
K01808	86.0
K01808	86.0
K03696	34.0
K03696	34.0
K03695	12.0
K03695	12.0
K00537	53.0
K00537	53.0
K01958	46.0
K01958	46.0
K04072	1684.0
K04072	1684.0
K01803	385.0
K01803	385.0
K00928	45.0
K00928	45.0
K01805	22.0
K01805	22.0
K03699	50.0
K03699	50.0
K00128	4.0
K00128	4.0
K01956	25.0
K01956	25.0
K03324	37.0
K03324	37.0
K05832	155.0
K05832	155.0
K03284	15.0
K03284	15.0
K03809	11.0
K03809	11.0
K01955	53.0
K01955	53.0
K03060	24.0
K03060	24.0
K05340	1.0
K05340	1.0
K01243	47.0
K01243	47.0
K01751	6.0
K01751	6.0
K02232	12.0
K02232	12.0
K02503	96.0
K02503	96.0
K00366	0.0
K00366	0.0
K02348	4.0
K02348	4.0
K03106	87.0
K03106	87.0
K03101	13.0
K03101	13.0
K03100	112.0
K03100	112.0
K02919	28.0
K02919	28.0
K04759	42.0
K04759	42.0
K02913	64.0
K02913	64.0
K02911	170.0
K02911	170.0
K02916	95.0
K02916	95.0
K02914	123.0
K02914	123.0
K00995	28.0
K00995	28.0
K01239	193.0
K01239	193.0
K09685	38.0
K09685	38.0
K16787	29.0
K16787	29.0
K16786	30.0
K16786	30.0
K16785	34.0
K16785	34.0
K15583	211.0
K15583	211.0
K01232	10.0
K01232	10.0
K01843	14.0
K01843	14.0
K01893	63.0
K01893	63.0
K01892	49.0
K01892	49.0
K00548	21.0
K00548	21.0
K01890	77.0
K01890	77.0
K02768	4.0
K02768	4.0
K02769	1.0
K02769	1.0
K02687	16.0
K02687	16.0
K01142	17.0
K01142	17.0
K02760	62.0
K02760	62.0
K02761	85.0
K02761	85.0
K00981	41.0
K00981	41.0
K02763	1.0
K02763	1.0
K02765	1.0
K02765	1.0
K13653	170.0
K13653	170.0
K00948	176.0
K00948	176.0
K00949	35.0
K00949	35.0
K00821	0.0
K00821	0.0
K00820	148.0
K00820	148.0
K00823	9.0
K00823	9.0
K00942	26.0
K00942	26.0
K00943	9.0
K00943	9.0
K00941	1.0
K00941	1.0
K00945	19.0
K00945	19.0
K06333	0.0
K06333	0.0
K01091	10.0
K01091	10.0
K06334	0.0
K06334	0.0
K06889	44.0
K06889	44.0
K06888	6.0
K06888	6.0
K08884	22.0
K08884	22.0
K10947	3.0
K10947	3.0
K03740	25.0
K03740	25.0
K11069	14.0
K11069	14.0
K07258	40.0
K07258	40.0
K01488	5.0
K01488	5.0
K11072	4.0
K11072	4.0
K02968	401.0
K02968	401.0
K01520	17.0
K01520	17.0
K11063	11.0
K11063	11.0
K01938	74.0
K01938	74.0
K02965	414.0
K02965	414.0
K01480	6.0
K01480	6.0
K09698	46.0
K09698	46.0
K02961	239.0
K02961	239.0
K01664	12.0
K01664	12.0
K01665	19.0
K01665	19.0
K03569	149.0
K03569	149.0
K03568	8.0
K03568	8.0
K02469	85.0
K02469	85.0
K03565	7.0
K03565	7.0
K06909	0.0
K06909	0.0
K03563	28.0
K03563	28.0
K00762	30.0
K00762	30.0
K01934	3.0
K01934	3.0
K01464	4.0
K01464	4.0
K01465	45.0
K01465	45.0
K01462	22.0
K01462	22.0
K00009	492.0
K00009	492.0
K00764	30.0
K00764	30.0
K00765	2.0
K00765	2.0
K02227	12.0
K02227	12.0
K01259	48.0
K01259	48.0
K00768	57.0
K00768	57.0
K01704	0.0
K01704	0.0
K01703	0.0
K01703	0.0
K01258	35.0
K01258	35.0
K02863	706.0
K02863	706.0
K14761	22.0
K14761	22.0
K02860	31.0
K02860	31.0
K02867	447.0
K02867	447.0
K00648	106.0
K00648	106.0
K07444	19.0
K07444	19.0
K02864	922.0
K02864	922.0
K00645	139.0
K00645	139.0
K16926	1.0
K16926	1.0
K16923	138.0
K16923	138.0
K06346	162.0
K06346	162.0
K02040	13.0
K02040	13.0
K05540	16.0
K05540	16.0
K02226	46.0
K02226	46.0
K02049	1.0
K02049	1.0
K11200	4.0
K11200	4.0
K01273	34.0
K01273	34.0
K02388	43.0
K02388	43.0
K02389	64.0
K02389	64.0
K03316	20.0
K03316	20.0
K02387	34.0
K02387	34.0
K03703	10.0
K03703	10.0
K03315	1.0
K03315	1.0
K03110	35.0
K03110	35.0
K03704	3028.0
K03704	3028.0
K03310	38.0
K03310	38.0
K03311	172.0
K03311	172.0
K03499	16.0
K03499	16.0
K03498	15.0
K03498	15.0
K01963	189.0
K01963	189.0
K01962	157.0
K01962	157.0
K01961	223.0
K01961	223.0
K06196	5.0
K06196	5.0
K07813	10.0
K07813	10.0
K03571	38.0
K03571	38.0
K03495	29.0
K03495	29.0
K03497	60.0
K03497	60.0
K03496	129.0
K03496	129.0
K03816	38.0
K03816	38.0
K00003	6.0
K00003	6.0
K04019	18.0
K04019	18.0
K00001	22.0
K00001	22.0
K03798	160.0
K03798	160.0
K00161	1.0
K00161	1.0
K00162	3.0
K00162	3.0
K00008	57.0
K00008	57.0
K02547	21.0
K02547	21.0
K03406	29.0
K03406	29.0
K03407	31.0
K03407	31.0
K02810	0.0
K02810	0.0
K07067	33.0
K07067	33.0
K07741	0.0
K07741	0.0
K03734	8.0
K03734	8.0
K03408	31.0
K03408	31.0
K07742	32.0
K07742	32.0
K03367	26.0
K03367	26.0
K03810	8.0
K03810	8.0
